URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,83.0,82.0,0.006060606023875115,0.08918918914097881,16.452380756519275,0.7677279305354558,6.8880434748218935,16.452380952380953,607.0,1382.0,3777.0,1.0,7.554269175108538
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,61.0,74.0,-0.09629629558299041,0.1358148891993814,11.056337872445946,0.6687898089171974,4.690051072545257,11.056338028169014,607.0,785.0,1872.0,1.0,6.412738853503185
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,85.0,89.0,-0.02298850561500859,0.1435643563171911,15.20895499688127,0.7870461236506379,6.398400448212763,15.208955223880597,607.0,1019.0,2828.0,1.0,7.245338567222768
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,73.0,69.0,0.028169013886133704,0.1271262308620177,11.749999853125003,0.6670212765957447,4.9668084518883,11.75,607.0,940.0,2160.0,1.0,6.346808510638298
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,74.0,81.0,-0.04516129003121749,0.12601626006014938,13.026315618074795,0.7272727272727273,5.501435338139009,13.026315789473685,607.0,990.0,2492.0,1.0,6.798989898989899
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,72.0,71.0,0.006993006944104847,0.1588888887123457,13.333333086419758,0.7152777777777778,5.619444345679015,13.333333333333334,607.0,720.0,1798.0,1.0,6.7375
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,32.0,36.0,-0.05882352854671282,0.12878787854396234,9.976190238662138,0.7159904534606205,4.276872276849104,9.976190476190476,607.0,419.0,1038.0,1.0,6.701670644391408
44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,39.0,38.0,0.012987012818350484,0.1524752472228213,13.6451608501561,0.6690307328605201,5.725676633206649,13.64516129032258,607.0,423.0,946.0,1.0,6.219858156028369
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,88.0,90.0,-0.011235954993056433,0.12225274716878244,17.85294091392734,0.7018121911037891,7.421901242012453,17.852941176470587,607.0,1214.0,3002.0,1.0,6.611202635914333
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,66.0,97.0,-0.1901840479129813,0.10598179446945266,12.468084973743776,0.7226962457337884,5.276312487791026,12.46808510638298,607.0,1172.0,2873.0,1.0,6.744880546075085
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,53.0,54.0,-0.009345794305179492,0.132919254493268,16.325581015684165,0.7962962962962963,6.848750924792185,16.325581395348838,607.0,702.0,1970.0,1.0,7.427350427350428
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,51.0,61.0,-0.08928571348852042,0.1181434597909879,11.191176306012114,0.6596583442838371,4.740333860118381,11.191176470588236,607.0,761.0,1818.0,1.0,6.3994743758212875
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,68.0,64.0,0.030303030073461894,0.1349693250153688,23.297296667640634,0.7111368909512761,9.603373423436764,23.2972972972973,607.0,862.0,2221.0,1.0,6.916473317865429
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,83.0,70.0,0.08496731970609595,0.09244712985350625,13.318181666838845,0.7073378839590444,5.610207820319156,13.318181818181818,607.0,1172.0,3027.0,1.0,7.23122866894198
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,38.0,15.0,0.43396225596297633,0.14520547905423156,18.23529304498276,0.7612903225806451,7.598633347025363,18.235294117647058,607.0,310.0,843.0,1.0,7.2064516129032254
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,80.0,73.0,0.04575163368789782,0.15454545438934802,130.57140991837002,0.7067833698030634,52.51127731526924,130.57142857142858,607.0,914.0,2238.0,1.0,6.541575492341357
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,44.0,23.0,0.3134328311427936,0.10403726691919679,14.648648252739237,0.7693726937269373,6.16720837858647,14.64864864864865,607.0,542.0,1439.0,1.0,7.1402214022140225
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,30.0,40.0,-0.14285714081632656,0.14084507013914474,19.666665730158773,0.8111380145278451,8.191121497874647,19.666666666666668,607.0,413.0,1172.0,1.0,7.786924939467313
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,13.0,22.0,-0.2571428497959186,0.15624999930245537,32.166661305556445,0.7409326424870466,13.163037579217397,32.166666666666664,607.0,193.0,494.0,1.0,7.005181347150259
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,46.0,99.0,-0.3655172388585018,0.15474919940795176,18.785713838435385,0.7845373891001267,7.8281004910142045,18.785714285714285,607.0,789.0,2059.0,1.0,6.7921419518377695
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,29.0,44.0,-0.20547944924000755,0.14717741905811005,18.043477476370544,0.6843373493975904,7.491125930307255,18.043478260869566,607.0,415.0,975.0,1.0,6.508433734939759
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,45.0,52.0,-0.07216494770963972,0.07542768267851657,10.765306012598918,0.7004739336492891,4.586311978499284,10.76530612244898,607.0,1055.0,2568.0,1.0,6.529857819905213
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,65.0,27.0,0.4130434737712666,0.1961620464900596,12.645160882414165,0.6581632653061225,5.321329659088115,12.64516129032258,607.0,392.0,994.0,1.0,6.928571428571429
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,17.0,19.0,-0.05555555401234573,0.13382899578502233,16.499998821428658,0.7402597402597403,6.89610342467536,16.5,607.0,231.0,557.0,1.0,6.32034632034632
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,47.0,41.0,0.06818181740702481,0.10945273618227272,21.870967036420417,0.6474926253687315,9.00738386471566,21.870967741935484,607.0,678.0,1557.0,1.0,6.278761061946903
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,39.0,27.0,0.18181817906336092,0.14410480317881047,21.277776595679075,0.7336814621409922,8.804583223128027,21.27777777777778,607.0,383.0,1019.0,1.0,7.088772845953002
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,22.0,23.0,-0.022222221728395074,0.17928286781162203,8.956521349716462,0.6747572815533981,3.8525114525079447,8.956521739130435,607.0,206.0,551.0,1.0,7.029126213592233
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,9.0,16.0,-0.27999998880000043,0.20661156854040028,11.333332074074216,0.7254901960784313,4.823528908061059,11.333333333333334,607.0,102.0,249.0,1.0,7.186274509803922
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,33.0,58.0,-0.2747252717063157,0.15992970094915693,8.090908943801656,0.6764044943820224,3.5069253752734717,8.090909090909092,607.0,445.0,1030.0,1.0,6.119101123595506
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,12.0,14.0,-0.07692307396449716,0.2096774176638918,14.999997857143162,0.7523809523809524,6.300951523809646,15.0,607.0,105.0,245.0,1.0,6.190476190476191
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,54.0,64.0,-0.08474576199367999,0.13610149926631893,14.279999714400006,0.7703081232492998,6.020123135059723,14.28,607.0,714.0,2020.0,1.0,7.417366946778712
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,26.0,29.0,-0.05454545355371903,0.14473684172437673,14.49999934090912,0.677115987460815,6.070846131347975,14.5,607.0,319.0,754.0,1.0,6.482758620689655
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,36.0,78.0,-0.36842104939981535,0.1676470585769896,12.333333076388895,0.7212837837837838,5.221846744069072,12.333333333333334,607.0,592.0,1398.0,1.0,6.418918918918919
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,47.0,101.0,-0.36486486239956173,0.12353923195030113,19.67999960640001,0.7916666666666666,8.188666509226671,19.68,607.0,984.0,2732.0,1.0,7.3567073170731705
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,53.0,64.0,-0.09401709321352912,0.1115347949365731,20.244443994567913,0.7145993413830956,8.383617334380403,20.244444444444444,607.0,911.0,2216.0,1.0,6.47530186608123
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,58.0,84.0,-0.18309859025986908,0.13472485755718702,11.35616422799775,0.6767189384800965,4.813153266591139,11.356164383561644,607.0,829.0,1974.0,1.0,6.37394451145959
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,42.0,30.0,0.1666666643518519,0.13483146042166394,7.85454531173554,0.6504629629629629,3.402003309879402,7.8545454545454545,607.0,432.0,1030.0,1.0,6.37037037037037
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,54.0,44.0,0.1020408152852978,0.11098527733750252,11.174602997228524,0.6832386363636364,4.743136653436864,11.174603174603174,607.0,704.0,1644.0,1.0,6.311079545454546
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,33.0,23.0,0.17857142538265314,0.18918918855003652,16.199998920000073,0.691358024691358,6.7565427778765725,16.2,607.0,243.0,611.0,1.0,6.419753086419753
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,61.0,69.0,-0.06153846106508876,0.11524822684818418,18.134615035872788,0.7126193001060446,7.538893734391533,18.134615384615383,607.0,943.0,2404.0,1.0,6.776246023329798
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,43.0,101.0,-0.4027777749807099,0.20960698659445853,7.913043363579082,0.63003663003663,3.417231997446285,7.913043478260869,607.0,546.0,1290.0,1.0,6.294871794871795
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,37.0,45.0,-0.09756097441998812,0.11325966835185129,10.050847287273776,0.6188870151770658,4.267893720980337,10.05084745762712,607.0,593.0,1320.0,1.0,6.087689713322091
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,33.0,60.0,-0.2903225775234132,0.11341463400803094,22.64516055983353,0.7051282051282052,9.340115505984695,22.64516129032258,607.0,702.0,1541.0,1.0,6.327635327635328
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,47.0,64.0,-0.15315315177339503,0.10471698103328586,12.8923074939645,0.7088305489260143,5.440455217156206,12.892307692307693,607.0,838.0,2158.0,1.0,6.900954653937948
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,43.0,115.0,-0.4556961996474924,0.21853388628141923,8.140844955762747,0.6349480968858131,3.510317221059424,8.140845070422536,607.0,578.0,1377.0,1.0,6.326989619377162
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,51.0,70.0,-0.1570247920907042,0.11862745086409074,18.456521337901712,0.6843345111896348,7.65634233963654,18.456521739130434,607.0,849.0,2011.0,1.0,6.465253239104829
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,19.0,45.0,-0.4062499936523439,0.12144212500675118,20.952379954648574,0.7545454545454545,8.682770163677612,20.952380952380953,607.0,440.0,1108.0,1.0,6.8159090909090905
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,40.0,76.0,-0.3103448249108205,0.138095237930839,24.241378474435223,0.7610241820768137,10.000961062604816,24.24137931034483,607.0,703.0,1819.0,1.0,7.112375533428165
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,55.0,94.0,-0.2617449646862754,0.129228100495032,19.306122054977102,0.7600422832980972,8.026465735310081,19.306122448979593,607.0,946.0,2415.0,1.0,6.847780126849894
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,48.0,58.0,-0.094339621751513,0.03729767767864262,12.901234488263984,0.622488038277512,5.409489010616599,12.901234567901234,607.0,2090.0,4578.0,1.0,6.28755980861244
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,60.0,103.0,-0.2638036793631676,0.1452762922056361,15.435483622008329,0.7460815047021944,6.47262605068421,15.435483870967742,607.0,957.0,2437.0,1.0,6.868338557993731
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,52.0,101.0,-0.3202614358152847,0.13480176199576935,19.28571389212829,0.8052910052910053,8.036401958967717,19.285714285714285,607.0,945.0,2557.0,1.0,7.0962962962962965
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,14.0,23.0,-0.24324323666910172,0.06514084495573795,21.2142841989797,0.7676767676767676,8.792784386662587,21.214285714285715,607.0,297.0,869.0,1.0,8.942760942760943
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,47.0,33.0,0.17499999781250003,0.06633499165312189,15.48979560224907,0.7299077733860343,6.487881350254042,15.489795918367347,607.0,759.0,1951.0,1.0,7.320158102766799
91,https://insights.blackcoffer.com/human-rights-outlook/,50.0,83.0,-0.24812029888631354,0.11252115049702101,9.476190385941043,0.6733668341708543,4.059822888044759,9.476190476190476,607.0,995.0,2443.0,1.0,6.522613065326633
